y,d,s,c,fixorder,g,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot
1819,13,361,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,400,High Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,25,23,0,48,52.1,0,48,0,0
1819,13,400,High Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1819,13,400,High Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,401,High Minority/High Poverty/Title I,10,School Chart,Teachers,18,16,1,35,51.4,0,29,6,0
1819,13,401,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,401,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,410,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,37,3,0,40,92.5,0,33,7,0
1819,13,410,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1819,13,410,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,441,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,11,39,0,50,22,0,44,6,0
1819,13,441,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1819,13,441,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,451,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,57,0,62,8.1,0,59,3,0
1819,13,451,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,451,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,461,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,33,0,35,5.7,0,35,0,0
1819,13,461,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,2,0,2,0,0,1,1,0
1819,13,461,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,481,High Minority/High Poverty/Title I,10,School Chart,Teachers,11,39,0,50,22,0,44,6,0
1819,13,481,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,481,High Minority/High Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,510,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,30,11,1,42,71.4,0,34,8,0
1819,13,510,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1819,13,510,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,520,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,1,0,0,1,100,0,1,0,0
1819,13,520,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1819,13,520,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1819,13,521,High Minority/High Poverty/Title I,10,School Chart,Teachers,10,24,0,34,29.4,0,32,2,0
1819,13,521,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,521,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,36,0,45,20,0,43,2,0
1819,13,561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,561,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,600,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,28,4,1,33,84.8,0,29,4,0
1819,13,600,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,600,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,641,High Minority/High Poverty/Title I,10,School Chart,Teachers,13,20,0,33,39.4,0,32,1,0
1819,13,641,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,641,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,651,High Minority/High Poverty/Title I,10,School Chart,Teachers,16,52,0,68,23.5,0,58,10,0
1819,13,651,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,651,High Minority/High Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,661,High Minority/High Poverty/Title I,10,School Chart,Teachers,10,35,1,46,21.7,0,42,4,0
1819,13,661,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,661,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,671,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,4,47,0,51,7.8,0,51,0,0
1819,13,671,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,671,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,681,High Minority/High Poverty/Title I,10,School Chart,Teachers,2,23,0,25,8,0,22,3,0
1819,13,681,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,681,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,721,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,5,24,0,29,17.2,0,28,1,0
1819,13,721,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,721,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,761,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,25,34,0,59,42.4,0,54,5,0
1819,13,761,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,761,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1819,13,771,High Minority/High Poverty/Title I,10,School Chart,Teachers,5,30,0,35,14.3,0,27,8,0
1819,13,771,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1819,13,771,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,801,High Minority/High Poverty/Title I,10,School Chart,Teachers,25,49,0,74,33.8,0,65,9,0
1819,13,801,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,801,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,831,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,8,34,1,43,18.6,0,39,4,0
1819,13,831,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,831,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,841,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,3,32,0,35,8.6,0,32,3,0
1819,13,841,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,841,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,861,High Minority/High Poverty/Title I,10,School Chart,Teachers,5,18,0,23,21.7,0,22,1,0
1819,13,861,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,861,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,881,High Minority/High Poverty/Title I,10,School Chart,Teachers,9,23,0,32,28.1,0,27,5,0
1819,13,881,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,881,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,921,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,8,16,0,24,33.3,0,23,1,0
1819,13,921,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1819,13,921,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,950,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,51,24,0,75,68,0,71,4,0
1819,13,950,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1819,13,950,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,961,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,8,51,0,59,13.6,0,58,1,0
1819,13,961,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,961,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1819,13,1000,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,18,0,0,18,100,0,13,5,0
1819,13,1000,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1819,13,1000,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1819,13,1001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,64,0,73,12.3,0,68,5,0
1819,13,1001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1001,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1010,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,26,5,0,31,83.9,0,30,1,0
1819,13,1010,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1010,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,1015,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,50,0,0,50,100,0,43,7,0
1819,13,1015,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1819,13,1015,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,1017,High Minority/High Poverty/Title I,10,School Chart,Teachers,19,2,0,21,90.5,0,1,20,0
1819,13,1017,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1819,13,1017,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,1020,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,45,8,1,54,83.3,0,52,2,0
1819,13,1020,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1020,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1819,13,1041,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,7,49,0,56,12.5,0,54,2,0
1819,13,1041,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1041,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1070,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,11,3,0,14,78.6,0,10,4,0
1819,13,1070,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1070,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1819,13,1081,High Minority/High Poverty/Title I,10,School Chart,Teachers,3,26,0,29,10.3,0,29,0,0
1819,13,1081,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1081,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1121,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,66,0,76,13.2,0,73,3,0
1819,13,1121,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1121,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,3,0,4,25,0,4,0,0
1819,13,1161,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,15,0,21,28.6,1,17,3,4.76
1819,13,1161,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1161,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1241,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,0,33,0,33,0,0,31,2,0
1819,13,1241,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1241,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,25,0,27,7.4,0,27,0,0
1819,13,1281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1331,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,4,82,0,86,4.7,0,83,3,0
1819,13,1331,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1331,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1361,High Minority/High Poverty/Title I,10,School Chart,Teachers,13,2,0,15,86.7,0,13,2,0
1819,13,1361,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1361,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1371,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,3,53,0,56,5.4,0,54,2,0
1819,13,1371,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1371,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1401,High Minority/High Poverty/Title I,10,School Chart,Teachers,17,20,0,37,45.9,0,33,4,0
1819,13,1401,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1401,High Minority/High Poverty/Title I,10,School Chart,Other,2,0,0,2,100,0,2,0,0
1819,13,1441,High Minority/High Poverty/Title I,10,School Chart,Teachers,6,16,0,22,27.3,0,22,0,0
1819,13,1441,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1441,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1481,High Minority/High Poverty/Title I,10,School Chart,Teachers,1,32,0,33,3,0,32,1,0
1819,13,1481,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1481,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,28,0,34,17.6,0,30,4,0
1819,13,1521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1521,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1561,High Minority/High Poverty/Title I,10,School Chart,Teachers,21,9,0,30,70,0,28,2,0
1819,13,1561,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1561,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,1601,High Minority/High Poverty/Title I,10,School Chart,Teachers,9,23,0,32,28.1,0,31,1,0
1819,13,1601,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1601,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,1641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,24,0,26,7.7,0,26,0,0
1819,13,1641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1641,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1681,High Minority/High Poverty/Title I,10,School Chart,Teachers,4,16,0,20,20,0,20,0,0
1819,13,1681,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1681,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1691,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,43,0,49,12.2,0,49,0,0
1819,13,1691,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1691,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1721,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,58,0,68,14.7,0,63,5,0
1819,13,1721,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1721,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,1,1,0
1819,13,1761,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,0,36,0,36,0,0,33,3,0
1819,13,1761,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1761,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1801,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,35,0,37,5.4,0,35,2,0
1819,13,1801,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1801,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,0,2,0,0,2,0,0
1819,13,1811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,33,0,35,5.7,0,32,3,0
1819,13,1811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1811,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1819,13,1841,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,26,0,30,13.3,0,29,1,0
1819,13,1841,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1841,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1819,13,1881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,45,0,49,8.2,0,46,3,0
1819,13,1881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1881,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,1921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,8,29,0,37,21.6,0,37,0,0
1819,13,1921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,1921,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2001,High Minority/High Poverty/Title I,10,School Chart,Teachers,10,42,0,52,19.2,0,51,1,0
1819,13,2001,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2001,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2002,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,24,0,0,24,100,1,18,5,4.17
1819,13,2002,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1819,13,2002,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,2003,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,34,5,1,40,85,0,38,2,0
1819,13,2003,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1819,13,2003,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,2,0,0,2,100,0,2,0,0
1819,13,2004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,8,0,2,10,80,0,5,5,0
1819,13,2004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1819,13,2004,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1819,13,2008,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,2,0,7,9,22.2,0,7,2,0
1819,13,2008,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,3,0,0,3,100,0,0,3,0
1819,13,2008,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,2,0,0,2,100,0,0,2,0
1819,13,2012,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,18,3,0,21,85.7,0,20,1,0
1819,13,2012,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,1,0,0,1,100,0,1,0,0
1819,13,2012,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1819,13,2013,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,26,0,0,26,100,0,21,5,0
1819,13,2013,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,1,1,0,2,50,0,1,1,0
1819,13,2013,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,6,35,0,41,14.6,0,36,5,0
1819,13,2021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2021,High Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,23,0,33,30.3,0,28,5,0
1819,13,2041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2041,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2060,High Minority/High Poverty/Title I,10,School Chart,Teachers,9,0,0,9,100,0,9,0,0
1819,13,2060,High Minority/High Poverty/Title I,10,School Chart,Principals,0,0,0,0,,0,0,0,
1819,13,2060,High Minority/High Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1819,13,2081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,13,16,0,29,44.8,0,26,3,0
1819,13,2081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2081,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,2111,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,76,0,86,11.6,0,83,3,0
1819,13,2111,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2111,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,2,0,0
1819,13,2151,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,2,62,0,64,3.1,0,61,3,0
1819,13,2151,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2151,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,3,0,4,25,0,4,0,0
1819,13,2161,High Minority/High Poverty/Title I,10,School Chart,Teachers,0,12,0,12,0,0,12,0,0
1819,13,2161,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2161,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,2181,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,53,0,63,15.9,0,56,7,0
1819,13,2181,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2181,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2191,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,93,0,107,13.1,0,102,5,0
1819,13,2191,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2191,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,3,0,3,0,0,3,0,0
1819,13,2241,High Minority/High Poverty/Title I,10,School Chart,Teachers,11,30,0,41,26.8,0,36,5,0
1819,13,2241,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2241,High Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2261,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,0,34,0,34,0,0,34,0,0
1819,13,2261,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2261,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,5,41,0,46,10.9,0,43,3,0
1819,13,2281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2281,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2321,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,60,0,69,13,0,60,9,0
1819,13,2321,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,1,0,0
1819,13,2321,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,1,0,0
1819,13,2331,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,50,0,56,10.7,0,52,4,0
1819,13,2331,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1819,13,2331,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,1,0,0
1819,13,2341,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,4,35,0,39,10.3,0,37,2,0
