year,district_number,LOCATION_DISTRICT,LOC_DISTRICT_NAME,district_name,school_number,school_name_l,school_name_s,website,collocated_number,PHONE_NUMBER,PHYSICAL_ADDRESS,PHYSICAL_CITY,PHYSICAL_STATE,PHYSICAL_ZIP,PRINCIPAL_LAST,PRINCIPAL_FIRST,PRINCIPAL_MI,LATITUDE,LONGITUDE,magnet_status,magnet_specialty,charter,title1,alt_schl,school_type,grade_1819,improvement_rating,final_pct,federal_index,gr_frmINDV,Feeder_School_flag,Receiving_Distenrl,Receiving_Schlenrl,TSI,CSI,total_students,Teacher_Count,CEP_Percentage,receiver_School_flag,feeder_distenrl,feeder_schlenrl,feeder_name,receiving_name
1819,37,37,LEON,LEON,0511,DESOTO TRAIL ELEMENTARY SCHOOL,DESOTO TRAIL ELEMENTARY SCHOOL,,370511,(850)488-4511,5200 TREDINGTON PARK DR,TALLAHASSEE,FL,32309-7814,KELTNER,MICHELE,,30.53824,-84.22445,Z,Z,NO,NO,N,Elementary School,A,,69,69,,N,,,N,N,674,45,15.1,,,,,
1819,37,37,LEON,LEON,0032,ELIZABETH COBB MIDDLE SCHOOL,ELIZABETH COBB MIDDLE SCHOOL,,370032,(850)488-3364,915 HILLCREST AVE,TALLAHASSEE,FL,32308-5099,HEMBRY,SARAH,,30.45210,-84.26777,P,H,NO,NO,N,Middle School,B,,59,59,,N,,,Y,N,801,45,36.3,,,,,
1819,37,37,LEON,LEON,0451,FAIRVIEW MIDDLE SCHOOL,FAIRVIEW MIDDLE SCHOOL,,370451,(850)488-6880,3415 ZILLAH ST,TALLAHASSEE,FL,32305-0334,EDWARDS,RUSTY,,30.40070,-84.26889,P,D,NO,YES,N,Middle School,B,,54,54,,N,,,Y,N,837,41,76.6,,,,,
1819,74,37,LEON,FAMU LAB SCHOOL DISTRICT,0000,FAMU LAB SCHOOL DISTRICT,,,,,400 W ORANGE AVE,TALLAHASSEE,FL,32307,Johnson,Michael,,30.41260,-84.28491,,,,,,,N/A,,,45,89.7,,,,,,630,44,0.3,,,,,
1819,74,37,LEON,FAMU LAB SCHOOL DISTRICT,0351,FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHOOL,FLORIDA A & M UNIV DEVELOP RESEARCH SCHOOL,,740351,(850)412-5866,400 W ORANGE AVE,TALLAHASSEE,FL,32307,HIGHTOWER,PINK,,30.41263,-84.28740,Z,Z,NO,YES,N,Combination School,C,,45,45,89.7,N,,,Y,N,630,44,0.3,,,,,
1819,73,37,LEON,FSU LAB SCHOOL DISTRICT,0341,FLORIDA STATE UNIVERSITY SCHOOL,FLORIDA STATE UNIVERSITY SCHOOL,,730341,(850)245-3700,3000 SCHOOL HOUSE RD,TALLAHASSEE,FL,32311-7855,CHAMBERS,STACY,,30.38402,-84.22254,Z,Z,YES,YES,N,Combination School,A,,72,72,99.3,N,,,N,N,1744,120,25.7,,,,,
1819,37,37,LEON,LEON,0561,FORT BRADEN SCHOOL,FORT BRADEN SCHOOL,,370561,(850)488-9374,15100 BLOUNTSTOWN HWY,TALLAHASSEE,FL,32310-9306,JACKSON,JIM,,30.43880,-84.51416,Z,Z,NO,YES,N,Combination School,C,,52,53,,N,,,Y,N,774,47,96.5,,,,,
1819,37,37,LEON,LEON,0041,FRANK HARTSFIELD ELEMENTARY SCHOOL,FRANK HARTSFIELD ELEM. SCHOOL,,370041,(850)488-7322,1414 CHOWKEEBIN NENE,TALLAHASSEE,FL,32301-4704,BLACKWELL-FLANAGAN,RHONDA,,30.43244,-84.25707,Z,Z,NO,YES,N,Elementary School,C,,47,47,,N,,,Y,N,443,33,100.0,,,,,
1819,73,37,LEON,FSU LAB SCHOOL DISTRICT,0000,FSU LAB SCHOOL DISTRICT,,,,,3000 SCHOOL HOUSE RD,TALLAHASSEE,FL,32311-7855,Chambers,Stacy,,30.38402,-84.22254,,,,,,,N/A,,,72,99.3,,,,,,2443,166,28.2,,,,,
1819,37,37,LEON,LEON,0381,GILCHRIST ELEMENTARY SCHOOL,GILCHRIST ELEMENTARY SCHOOL,,370381,(850)487-4310,1301 TIMBERLANE RD,TALLAHASSEE,FL,32312-1711,CROWE,SCOTTY,,30.50270,-84.25835,Z,Z,NO,NO,N,Elementary School,A,,70,70,,N,,,Y,N,981,62,23.5,,,,,
1819,37,37,LEON,LEON,1441,GOVERNOR'S CHARTER SCHOOL,GOVERNOR'S CHARTER SCHOOL,,371441,(850)391-5259,4351 MAHAN DR,TALLAHASSEE,FL,32308-5724,REYNOLDS,AMY,,30.46708,-84.20494,Z,Z,YES,YES,N,Combination School,C,,44,46,,N,,,Y,N,479,36,78.3,,,,,
1819,37,37,LEON,LEON,0411,GRETCHEN EVERHART SCHOOL,GRETCHEN EVERHART SCHOOL,,370411,(850)488-5785,2750 MISSION RD,TALLAHASSEE,FL,32304-2807,FLOYD-BULLEN,JANE,,30.45773,-84.33910,Z,Z,NO,NO,E,Combination School,,U,25,17,*,N,,,Y,Y,172,30,48.3,,,,,
1819,37,37,LEON,LEON,0222,GRIFFIN MIDDLE SCHOOL,GRIFFIN MIDDLE SCHOOL,,370222,(850)488-8436,800 ALABAMA ST,TALLAHASSEE,FL,32304-2211,O'BANNER,ZELENA,,30.45710,-84.29685,P,H,NO,YES,N,Middle School,D,,39,41,,N,,,Y,Y,636,31,100.0,,,,,
1819,37,37,LEON,LEON,1131,HAWKS RISE ELEMENTARY SCHOOL,HAWKS RISE ELEMENTARY SCHOOL,,371131,(850)487-4733,205 MEADOW RIDGE DR,TALLAHASSEE,FL,32312-1565,FRIEND,EVY,,30.55681,-84.27587,Z,Z,NO,NO,N,Elementary School,A,,76,77,,N,,,N,N,847,55,11.8,,,,,
1819,37,37,LEON,LEON,0452,HERITAGE TRAILS COMMUNITY SCHOOL,HERITAGE TRAILS COMMUNITY SCHOOL,,370452,(850)488-8927,283 TROJAN TRL,TALLAHASSEE,FL,32311-3901,ALVIS,AMY,,30.40006,-84.26658,Z,Z,NO,NO,E,Combination School,,M,29,20,21.4,N,,,Y,Y,66,13,97.0,,,,,
1819,37,37,LEON,LEON,1202,J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD,J MICHAEL CONLEY ELEM SCHOOL AT SOUTHWOOD,,371202,(850)414-5610,2400 ORANGE AVE E,TALLAHASSEE,FL,32311-6108,KOERNER,JASON,,30.41307,-84.22338,Z,Z,NO,NO,N,Elementary School,C,,50,52,,N,,,Y,N,765,54,47.2,,,,,
1819,37,37,LEON,LEON,0051,JAMES RICKARDS HIGH SCHOOL,JAMES RICKARDS HIGH SCHOOL,,370051,(850)414-5500,3013 JIM LEE RD,TALLAHASSEE,FL,32301-7057,COOK,DOUG,,30.40807,-84.26212,P,D,NO,YES,N,High School,B,,55,57,93.1,N,,,Y,N,1495,64,81.9,,,,,
1819,37,37,LEON,LEON,0231,JOHN G RILEY ELEMENTARY SCHOOL,JOHN G RILEY ELEMENTARY SCHOOL,,370231,(850)488-5840,1400 INDIANA ST,TALLAHASSEE,FL,32304-1925,KNIGHT,APRIL,,30.46123,-84.30651,P,H,NO,YES,N,Elementary School,D,,32,36,,N,,,Y,Y,615,39,100.0,,,,,
1819,37,37,LEON,LEON,0031,KATE SULLIVAN ELEMENTARY SCHOOL,KATE SULLIVAN ELEM. SCHOOL,,370031,(850)487-1216,927 MICCOSUKEE RD,TALLAHASSEE,FL,32308-5071,BRYAN,MICHAEL,,30.45230,-84.26639,Z,Z,NO,NO,N,Elementary School,B,,57,56,,N,,,Y,N,705,49,37.2,,,,,
1819,37,37,LEON,LEON,0481,KILLEARN LAKES ELEMENTARY SCHOOL,KILLEARN LAKES ELEM. SCHOOL,,370481,(850)921-1265,8037 DEER LK E,TALLAHASSEE,FL,32312-3643,WAGNER,BRENDA,,30.58380,-84.22632,Z,Z,NO,NO,N,Elementary School,A,,71,71,,N,,,N,N,870,54,12.6,,,,,
1819,37,37,LEON,LEON,1141,LAWTON CHILES HIGH SCHOOL,LAWTON CHILES HIGH SCHOOL,,371141,(850)488-1756,7200 LAWTON CHILES LN,TALLAHASSEE,FL,32312-0956,BURGESS,JOSEPH,,30.57236,-84.21073,Z,Z,NO,NO,N,High School,A,,72,72,99.0,N,,,N,N,2095,87,8.9,,,,,
1819,37,37,LEON,LEON,7004,LEON COUNTY VIRTUAL SCHOOL FRANCHISE,LEON COUNTY VIRTUAL SCHOOL FRANCHISE,,377004,(850)487-7247,860 BLOUNTSTOWN ST,TALLAHASSEE,FL,32304-2707,LOWE,JESSICA,,30.44553,-84.35058,Z,Z,NO,NO,N,Combination School,A,,78,78,100.0,N,,,N,N,56,6,19.6,,,,,
1819,37,37,LEON,LEON,0021,LEON HIGH SCHOOL,LEON HIGH SCHOOL,,370021,(850)488-1971,550 E TENNESSEE ST,TALLAHASSEE,FL,32308-4938,EPTING,WILLIAM,,30.44601,-84.27390,Z,Z,NO,NO,N,High School,A,,65,63,94.6,N,,,Y,N,2047,93,25.5,,,,,
1819,37,37,LEON,LEON,0000,LEON SCHOOL DISTRICT,,,,,2757 W PENSACOLA ST,TALLAHASSEE,FL,32304-2907,Hanna,Rocky,,30.44062,-84.33441,,,,,,,B,,61,61,92.4,,,,,,33978,2064,51.5,,,,,
1819,37,37,LEON,LEON,1091,LINCOLN HIGH SCHOOL,LINCOLN HIGH SCHOOL,,371091,(850)487-2110,3838 TROJAN TRL,TALLAHASSEE,FL,32311-3810,BURCH,ALLEN,,30.43590,-84.21245,Z,Z,NO,NO,N,High School,B,,60,61,93.7,N,,,N,N,2026,87,24.9,,,,,
1819,37,37,LEON,LEON,0171,OAK RIDGE ELEMENTARY SCHOOL,OAK RIDGE ELEMENTARY SCHOOL,,370171,(850)488-3124,4530 SHELFER RD,TALLAHASSEE,FL,32305-7121,SMITH,JASMINE,,30.38382,-84.28421,Z,Z,NO,YES,N,Elementary School,C,,48,48,,N,,,Y,N,516,36,77.1,,,,,
1819,37,37,LEON,LEON,1503,PACE CENTER FOR GIRLS,PACE CENTER FOR GIRLS,,371503,(850)921-9280,1344 CROSS CREEK CIR,TALLAHASSEE,FL,32301-3728,OTTE,KELLY,,30.42905,-84.23744,Z,Z,NO,NO,N,DJJ School,,,,5,*,N,,,Y,Y,69,6,63.8,,,,,
1819,37,37,LEON,LEON,0311,PINEVIEW ELEMENTARY SCHOOL,PINEVIEW ELEMENTARY SCHOOL,,370311,(850)488-2819,2230 LAKE BRADFORD RD,TALLAHASSEE,FL,32310-6062,CONNER,CARMEN,,30.41748,-84.30346,Z,Z,NO,YES,N,Elementary School,C,,44,44,,N,,,N,N,330,26,100.0,,,,,
1819,37,37,LEON,LEON,0291,R. FRANK NIMS MIDDLE SCHOOL,R. FRANK NIMS MIDDLE SCHOOL,,370291,(850)488-5960,723 W ORANGE AVE,TALLAHASSEE,FL,32310-6834,BOLDEN,BENNY,,30.41249,-84.29511,Z,Z,NO,YES,N,Middle School,C,,42,46,,N,,,Y,N,503,30,100.0,,,,,
1819,37,37,LEON,LEON,0092,RAA MIDDLE SCHOOL,RAA MIDDLE SCHOOL,,370092,(850)488-6287,401 W THARPE ST,TALLAHASSEE,FL,32303-5458,SMALL,CHRISTOPHER,,30.46248,-84.28769,P,F,NO,NO,N,Middle School,C,,51,51,,N,,,Y,N,875,49,66.7,,,,,
1819,37,37,LEON,LEON,1171,ROBERTS ELEMENTARY SCHOOL,ROBERTS ELEMENTARY SCHOOL,,371171,(850)488-0923,5777 PIMLICO DR,TALLAHASSEE,FL,32309-2457,MCFARLAND,KIM,,30.53135,-84.18241,Z,Z,NO,NO,N,Elementary School,A,,73,73,,N,,,N,N,862,57,23.0,,,,,
1819,37,37,LEON,LEON,0091,RUEDIGER ELEMENTARY SCHOOL,RUEDIGER ELEMENTARY SCHOOL,,370091,(850)488-1074,526 W 10TH AVE,TALLAHASSEE,FL,32303-5409,STEPHENS,SALLY,,30.46135,-84.28850,Z,Z,NO,YES,N,Elementary School,C,,47,47,,N,,,Y,N,497,35,99.8,,,,,
1819,37,37,LEON,LEON,0071,SABAL PALM ELEMENTARY SCHOOL,SABAL PALM ELEMENTARY SCHOOL,,370071,(850)488-0167,2813 RIDGEWAY ST,TALLAHASSEE,FL,32310-5003,ROBINSON,ANICIA,,30.42617,-84.33441,Z,Z,NO,YES,N,Elementary School,B,,58,59,,N,,,N,N,552,38,100.0,,,,,
1819,37,37,LEON,LEON,0204,SAIL,SAIL,,370204,(850)488-2468,2006 JACKSON BLUFF RD,TALLAHASSEE,FL,32304-4018,WILLIAMS,TIFFANY,,30.43549,-84.31696,Z,Z,NO,NO,N,High School,B,,59,59,94.4,N,,,N,N,377,22,53.1,,,,,
1819,37,37,LEON,LEON,0431,SEALEY ELEMENTARY SCHOOL,SEALEY ELEMENTARY SCHOOL,,370431,(850)488-5640,2815 ALLEN RD,TALLAHASSEE,FL,32312-2614,CLEMONS,DEMETRIA,,30.48066,-84.29324,S,G,NO,YES,N,Elementary School,B,,59,58,,N,,,Y,N,494,33,80.0,,,,,
1819,37,37,LEON,LEON,0191,SECOND CHANCE AT GHAZVINI LEARNING CENTER,SECOND CHANCE AT GHAZVINI LEARNING CENTER,,370191,(850)488-2087,2514 W THARPE ST,TALLAHASSEE,FL,32303-3308,CRUMP,GENAE,,30.46680,-84.33466,Z,Z,NO,YES,A,Combination School,,U,20,23,20.0,N,,,Y,Y,74,6,75.7,,,,,
1819,37,37,LEON,LEON,0501,SPRINGWOOD ELEMENTARY SCHOOL,SPRINGWOOD ELEMENTARY SCHOOL,,370501,(850)488-6225,3801 FRED GEORGE RD,TALLAHASSEE,FL,32303-2015,MYERS,SYLVIA,,30.49265,-84.33901,Z,Z,NO,YES,N,Elementary School,C,,48,48,,N,,,Y,N,592,41,85.1,,,,,
1819,37,37,LEON,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,,371211,(850)488-2087,854 BLOUNTSTOWN ST,TALLAHASSEE,FL,32304-2707,LOWE,JESSICA,,30.49265,-84.33901,Z,Z,NO,YES,A,Combination School,,M,32,22,53.5,N,,,Y,Y,220,4,100.0,,,,,
1819,37,37,LEON,LEON,1151,SWIFT CREEK MIDDLE SCHOOL,SWIFT CREEK MIDDLE SCHOOL,,371151,(850)487-4868,2100 PEDRICK RD,TALLAHASSEE,FL,32317-1436,RISHELL,SUE,,30.44650,-84.18385,Z,Z,NO,NO,N,Middle School,A,,62,62,,N,,,Y,N,834,39,29.4,,,,,
1819,37,37,LEON,LEON,1425,TALLAHASSEE SCHOOL OF MATH & SCIENCES,TALLAHASSEE SCHOOL OF MATH & SCIENCES,,371425,(850)681-7827,3434 N MONROE ST,TALLAHASSEE,FL,32303-2743,TEMEL,AHMET,,30.49068,-84.32476,Z,Z,YES,YES,N,Combination School,A,,64,62,,N,,,N,N,422,31,65.2,,,,,
1819,37,37,LEON,LEON,1444,THE SCHOOL OF ARTS & SCIENCES CENTRE,THE SCHOOL OF ARTS & SCIENCES CENTRE,,371444,(850)386-6566,2415 N MONROE ST,TALLAHASSEE,FL,32303-4148,MERRICK,LINDSEY,,30.47285,-84.29115,Z,Z,YES,NO,N,Elementary School,B,,60,60,,N,,,N,N,307,24,0.0,,,,,
1819,37,37,LEON,LEON,1402,THE SCHOOL OF ARTS AND SCIENCES  ON THOMASVILLE,SCHOOL OF ARTS AND SCIENCES ON THOMASVILLE,,371402,(850)386-6566,3208 THOMASVILLE RD,TALLAHASSEE,FL,32308-7904,LOMBARDO,EIRIN,,30.49141,-84.25586,Z,Z,YES,NO,N,Combination School,A,,74,74,,N,,,N,N,446,41,11.0,,,,,
1819,37,37,LEON,LEON,0421,W T MOORE ELEMENTARY SCHOOL,W T MOORE ELEMENTARY SCHOOL,,370421,(850)877-6158,1706 DEMPSEY MAYO RD,TALLAHASSEE,FL,32308-5791,ANDERSON,KERRI,,30.47465,-84.21188,Z,Z,NO,NO,N,Elementary School,C,,49,51,,N,,,Y,N,635,43,34.6,,,,,
1819,37,37,LEON,LEON,1201,WILLIAM J MONTFORD III MIDDLE SCHOOL,WILLIAM J MONTFORD III MIDDLE SCHOOL,,371201,(850)922-6011,5789 PIMLICO DR,TALLAHASSEE,FL,32309-2457,BLESSING,LEWIS,,30.53200,-84.18004,Z,Z,NO,NO,N,Middle School,A,,73,73,,N,,,N,N,1067,51,22.5,,,,,
1819,37,37,LEON,LEON,0131,WOODVILLE SCHOOL,WOODVILLE SCHOOL,,370131,(850)487-7043,9373 WOODVILLE HWY,TALLAHASSEE,FL,32305-1610,MEHR,LISA,,30.31382,-84.24587,Z,Z,NO,YES,N,Combination School,C,,49,49,,N,,,Y,N,518,38,95.9,,,,,
1819,38,38,LEVY,LEVY,1011,BRONSON ELEMENTARY SCHOOL,BRONSON ELEMENTARY SCHOOL,,381011,(352)486-5281,400 ISHIE AVE,BRONSON,FL,32621-6202,BEAUCHAMP,CHERYL,,29.46170,-82.62905,Z,Z,NO,YES,N,Elementary School,C,,49,52,*,N,,,N,N,603,36,100.0,,,,,
1819,38,38,LEVY,LEVY,0021,BRONSON MIDDLE/HIGH SCHOOL,BRONSON MIDDLE/HIGH SCHOOL,,380021,(352)486-5261,8691 NE 90TH ST,BRONSON,FL,32621-3975,MCCARTHY,TIMOTHY,,29.46574,-82.62919,Z,Z,NO,YES,N,Combination School,B,,55,55,82.1,N,,,Y,N,550,32,82.5,,,,,
1819,38,38,LEVY,LEVY,0041,CEDAR KEY HIGH SCHOOL,CEDAR KEY HIGH SCHOOL,,380041,(352)543-5223,951 WHIDDON AVE,CEDAR KEY,FL,32625-4905,LAWRENCE,KATHRYN,,29.14137,-83.03802,Z,Z,NO,YES,N,Combination School,A,,62,62,92.3,N,,,N,N,250,19,100.0,,,,,
1819,38,38,LEVY,LEVY,0241,CHIEFLAND ELEMENTARY SCHOOL,CHIEFLAND ELEMENTARY SCHOOL,,380241,(352)493-6040,1205 NW 4TH AVE,CHIEFLAND,FL,32626-1139,HOMAN,MICHAEL,,29.48019,-82.87047,Z,Z,NO,YES,N,Elementary School,C,,52,53,,N,,,Y,N,766,42,100.0,,,,,
1819,38,38,LEVY,LEVY,0051,CHIEFLAND MIDDLE HIGH SCHOOL,CHIEFLAND MIDDLE HIGH SCHOOL,,380051,(352)493-6000,808 N MAIN ST,CHIEFLAND,FL,32626-1103,MCLELLAND,MATTHEW,,29.48534,-82.86203,Z,Z,NO,YES,N,Combination School,B,,59,59,93.9,N,,,Y,N,815,40,80.5,,,,,
1819,38,38,LEVY,LEVY,0092,JOYCE M. BULLOCK ELEMENTARY SCHOOL,JOYCE M. BULLOCK ELEM. SCHOOL,,380092,(352)528-3341,130 SW 3RD ST,WILLISTON,FL,32696-2520,LEWIS,MELISSA,,29.38599,-82.45160,Z,Z,NO,YES,N,Elementary School,,,,79,,N,,,N,N,561,32,100.0,,,,,
1819,38,38,LEVY,LEVY,0000,LEVY SCHOOL DISTRICT,,,,,480 MARSHBURN DR,BRONSON,FL,32621-6221,Edison,Jeffery,,29.45805,-82.63478,,,,,,,B,,58,59,88.1,,,,,,5508,315,90.5,,,,,
1819,38,38,LEVY,LEVY,0062,NATURE COAST MIDDLE SCHOOL,NATURE COAST MIDDLE SCHOOL,,380062,(352)490-0700,6830 NW 140TH ST,CHIEFLAND,FL,32626-8271,BOWE,CHARLES,,29.53243,-82.88552,Z,Z,YES,YES,N,Middle School,C,,50,50,,N,,,Y,N,85,4,100.0,,,,,
1819,38,38,LEVY,LEVY,0060,WHISPERING WINDS CHARTER SCHOOL,WHISPERING WINDS CHARTER SCHOOL,,380060,(352)490-5799,2481 NW OLD FANNIN RD,CHIEFLAND,FL,32626-9165,BARTLEY,KIMBERLY,,29.52596,-82.89008,Z,Z,YES,YES,N,Elementary School,A,,62,62,,N,,,N,N,108,6,100.0,,,,,
1819,38,38,LEVY,LEVY,0231,WILLISTON ELEMENTARY SCHOOL,WILLISTON ELEMENTARY SCHOOL,,380231,(352)528-6030,801 S MAIN ST,WILLISTON,FL,32696-3072,HANDLIN,JAMIE,,29.37605,-82.44614,Z,Z,NO,YES,N,Elementary School,B,,56,56,,N,,,Y,N,512,29,89.8,,,,,
1819,38,38,LEVY,LEVY,0091,WILLISTON MIDDLE HIGH SCHOOL,WILLISTON MIDDLE HIGH SCHOOL,,380091,(352)528-3542,350 SW 12 AVE,WILLISTON,FL,32696,SLEMP,JOSHUA,,29.37409,-82.44914,Z,Z,NO,YES,N,Combination School,B,,57,59,88.7,N,,,Y,N,1019,49,79.3,,,,,
1819,38,38,LEVY,LEVY,0111,YANKEETOWN SCHOOL,YANKEETOWN SCHOOL,,380111,(352)447-2372,4500 HIGHWAY 40 W,YANKEETOWN,FL,34498-2102,HURST,TEIKO,,29.03889,-82.69083,Z,Z,NO,YES,N,Combination School,C,,52,52,,N,,,Y,N,234,14,100.0,,,,,
1819,39,39,LIBERTY,LIBERTY,0041,HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL,HOSFORD ELEM. JR. HIGH SCHOOL,,390041,(850)379-8480,16864 NE SR 65,HOSFORD,FL,32334-0000,BENNETT,JESSICA,,30.38885,-84.80020,Z,Z,NO,YES,N,Combination School,B,,58,58,,N,,,N,N,359,23,0.3,,,,,
1819,39,39,LIBERTY,LIBERTY,0021,LIBERTY COUNTY HIGH SCHOOL,LIBERTY COUNTY HIGH SCHOOL,,390021,(850)643-2241,12592 NW MYERS ANN ST,BRISTOL,FL,32321-3395,WILLIS,ERIC,,30.43100,-84.97554,Z,Z,NO,NO,N,High School,A,,69,69,90.9,N,,,N,N,340,19,0.0,,,,,
1819,39,39,LIBERTY,LIBERTY,0000,LIBERTY SCHOOL DISTRICT,,,,,12926 NW COUNTY ROAD 12,BRISTOL,FL,32321-3279,Summers,David,,30.42611,-84.98410,,,,,,,A,,63,64,84.2,,,,,,1318,80,0.2,,,,,
1819,39,39,LIBERTY,LIBERTY,0031,W. R. TOLAR K-8 SCHOOL,W. R. TOLAR K-8 SCHOOL,,390031,(850)643-2426,14757 NW COUNTY ROAD 12,BRISTOL,FL,32321-3684,BENTON,STEVE,,30.33858,-84.98893,Z,Z,NO,YES,N,Combination School,B,,58,61,,N,,,Y,N,495,35,0.2,,,,,
1819,40,40,MADISON,MADISON,0091,GREENVILLE ELEMENTARY SCHOOL,GREENVILLE ELEMENTARY SCHOOL,,400091,(850)973-5033,729 SW OVERSTREET AVE,GREENVILLE,FL,32331-3505,DAVIS,YOLANDA,,30.45824,-83.63972,Z,Z,NO,YES,N,Elementary School,C,,42,42,,N,,,Y,N,124,9,100.0,,,,,
1819,40,40,MADISON,MADISON,0121,JAMES MADISON PREPARATORY HIGH SCHOOL,JAMES MADISON PREPARATORY HIGH SCHOOL,,400121,(850)251-4603,378 E BASE ST,MADISON,FL,32340-2439,AKERMAN,MARK,,30.46887,-83.41048,Z,Z,YES,NO,N,High School,A,,63,63,88.7,N,,,N,N,189,9,0.0,,,,,
1819,40,40,MADISON,MADISON,0101,LEE ELEMENTARY SCHOOL,LEE ELEMENTARY SCHOOL,,400101,(850)973-5030,7731 US 90,LEE,FL,32059,BROWN,AMANDA,,30.42431,-83.30560,Z,Z,NO,YES,N,Elementary School,B,,57,57,,N,,,Y,N,218,14,87.2,,,,,
1819,40,40,MADISON,MADISON,0041,MADISON COUNTY CENTRAL SCHOOL,MADISON COUNTY CENTRAL SCHOOL,,400041,(850)973-5192,2093 W US 90,MADISON,FL,32340-4308,DIXON,KIM,,30.47816,-83.44549,Z,Z,NO,YES,N,Combination School,C,,42,42,,N,,,Y,N,996,69,100.0,,,,,
1819,40,40,MADISON,MADISON,0950,MADISON COUNTY EXCEL ALTERNATIVE EDUCATION CENTER,MADISON COUNTY EXCEL ALTERNATIVE EDUC CENTER,,400950,(850)973-5054,2523 W US HIGHWAY 90,MADISON,FL,32340,THOMAS,TAKESHA,,30.47636,-83.45411,Z,Z,NO,NO,A,Combination School,,U,9,,9.1,N,,,,,38,.,100.0,,,,,
1819,40,40,MADISON,MADISON,0011,MADISON COUNTY HIGH SCHOOL,MADISON COUNTY HIGH SCHOOL,,400011,(850)973-5061,2649 W US HIGHWAY 90,MADISON,FL,32340-9598,WILDGOOSE,GERALDINE,,30.48098,-83.45408,Z,Z,NO,YES,N,High School,D,,39,39,87.0,N,,,Y,Y,510,32,95.9,,,,,
1819,40,40,MADISON,MADISON,0122,MADISON CREATIVE ARTS ACADEMY INC,MADISON CREATIVE ARTS ACADEMY  INC,,400122,(850)973-2529,2812 W US 90,MADISON,FL,32340-4303,BARRS,JANNA,,30.48604,-83.45432,Z,Z,YES,NO,N,Combination School,A,,67,67,,N,,,N,N,308,21,0.0,,,,,
1819,40,40,MADISON,MADISON,0000,MADISON SCHOOL DISTRICT,,,,,210 NE DUVAL AVE,MADISON,FL,32340-2541,Joseph,Shirley,,30.47104,-83.40979,,,,,,,C,,50,49,82.5,,,,,,2617,170,79.1,,,,,
1819,40,40,MADISON,MADISON,0111,PINETTA ELEMENTARY SCHOOL,PINETTA ELEMENTARY SCHOOL,,400111,(850)973-5029,135 NE EMPRESS TREE AVE,PINETTA,FL,32350-2579,KENDRICK,AMY,,30.59443,-83.35056,Z,Z,NO,YES,N,Elementary School,C,,53,53,,N,,,Y,N,197,16,100.0,,,,,
1819,41,41,MANATEE,MANATEE,2011,ACCESS TO EDUCATION,ACCESS TO EDUCATION,,412011,(941)751-6550,6423 9TH STREET E,BRADENTON,FL,34203-7641,COX,NICOLE,,27.42659,-82.55285,Z,Z,NO,NO,E,Combination School,,U,21,10,*,N,,,Y,Y,50,8,66.0,,,,,
1819,41,41,MANATEE,MANATEE,2081,AMIKIDS MANATEE,AMIKIDS MANATEE,,412081,(941)723-4702,6423 9TH ST E,BRADENTON,FL,34203-7641,FERRELL,MARVIN,,27.42659,-82.55284,Z,Z,NO,NO,N,DJJ School,,,,15,,N,,,Y,Y,43,4,93.0,,,,,
1819,41,41,MANATEE,MANATEE,0031,ANNA MARIA ELEMENTARY SCHOOL,ANNA MARIA ELEMENTARY SCHOOL,,410031,(941)708-5525,4700 GULF DR,HOLMES BEACH,FL,34217-1894,FEATHERSTON,JACKIE,,27.50259,-82.71183,Z,Z,NO,NO,N,Elementary School,A,,66,66,,N,,,N,N,251,19,29.9,,,,,
1819,41,41,MANATEE,MANATEE,0811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,,410811,(941)776-4040,3404 FORT HAMER RD,PARRISH,FL,34219-8428,DIXON,CONNIE,,27.54336,-82.42371,Z,Z,NO,NO,N,Elementary School,A,,65,65,,N,,,Y,N,846,55,33.2,,,,,
1819,41,41,MANATEE,MANATEE,0821,B.D. GULLETT ELEMENTARY SCHOOL,B.D. GULLETT ELEMENTARY SCHOOL,,410821,(941)727-2607,12125 44TH AVE E,BRADENTON,FL,34211-9302,RICHARDSON,TODD,,27.46150,-82.42193,Z,Z,NO,NO,N,Elementary School,A,,69,68,,N,,,N,N,1080,66,30.1,,,,,
1819,41,41,MANATEE,MANATEE,0051,BALLARD ELEMENTARY SCHOOL,BALLARD ELEMENTARY SCHOOL,,410051,(941)708-8400,912 18TH ST W,BRADENTON,FL,34205-5327,MASIELLO,MIKE,,27.49111,-82.58022,S,O,NO,YES,N,Elementary School,C,,50,52,,N,,,Y,N,438,32,100.0,,,,,
1819,41,41,MANATEE,MANATEE,0061,BAYSHORE ELEMENTARY SCHOOL,BAYSHORE ELEMENTARY SCHOOL,,410061,(941)751-7000,6120 26TH ST W,BRADENTON,FL,34207-4403,PLETCHER,BERNADETTE,,27.43217,-82.58953,Z,Z,NO,YES,N,Elementary School,C,,45,48,,N,,,Y,N,733,52,100.0,,,,,
